,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
78,6133,金橋科技股份有限公司,金橋,電子零組件業,－,新北市深坑區北深路三段270巷6號3樓,04865462,林麥升,林麥升董事長兼任,呂芳誠,財務長兼發言人,暫缺,(02)2662-7300,65/11/26,92/08/15,新台幣 10.0000元,1170062940,117006294,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,郭乃華,陳慧銘,GBE,"3F., NO.6, LANE 270, SEC. 3, PEI SHEN RD., SHEN KENG, TAIPEI,TAIPEI TAIWAN, R.O.C.",(02)2662-0642,fc.lu@gbe.com.tw,www.gbe.com.tw,呂芳誠,財務長兼發言人,(02)26627300,fc.lu@gbe.com.tw,http://www.gbe.com.tw/Investor%20Relations.html
79,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
80,6141,柏承科技股份有限公司,柏承,電子零組件業,－,台北市大安區基隆路二段112號12樓,23750095,李齊良,洪宗義,張美齡,總經理特助,黃月雲,(03)354-3961,79/05/30,92/10/22,新台幣 10.0000元,1160230050,116023005,0,0,合併,每年,股東會,日盛證券股務代理部,(02)2541-9977,台北市中山區南京東路二段85號7樓,資誠聯合會計師事務所,陳憲正,王方瑜,PLOTECH,"12F NO. 112 SEC. 2, KEE LUNG RD TAIPEI., TAIWAN",(03)354-3963,finances@plotech.com,http://www.plotech.com,張美齡,總經理特助,(02)2737-5351,may@plotech.com,http://www.plotech.com/shareholder_3.asp
81,6153,嘉聯益科技股份有限公司,嘉聯益,電子零組件業,－,新北市樹林區博愛街248號,86980046,蔡長穎,李華全,王吉輝,協理,鄭惠文,02-86868868,81/11/03,97/01/21,新台幣 10.0000元,5561776940,556177694,88826433,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,陳明煇,方蘇立,Career Tech.,"No.248, Bo-ai St., Shulin Dist., New Taipei City 238, Taiwan (R.O.C.)Taipei, Taiwan",02-86866998,finance@careergroups.com,www.careergroups.com,王吉輝,協理,02-86868868,finance@careergroups.com,www.careergroups.com
82,6155,鈞寶電子工業股份有限公司,鈞寶,電子零組件業,－,桃園市平鎮區南豐路269號,22306130,楊正利,蔡裕江,蔡裕江,總經理,陳震漢,03-4698855,75/11/29,95/08/18,新台幣 10.0000元,869203920,86920392,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路1段96號B1,安永聯合會計師事務所,陳國帥,洪茂益,KC,"No.269, Nanfong Rd. , Pingjhen District , Taoyuan City 324 , R. O. C",03-4690127,kc@mail.kingcore.com.tw,www.kingcore.com.tw,蔡裕江,總經理,03-4698855,kc@mail.kingcore.com.tw,http://www.kingcore.com.tw/index.php?_Page=msg&md=invest&pid=23&id=24&_lang=T
83,6191,精成科技股份有限公司,精成科,電子零組件業,－,新北市新店區民權路48-3號4樓,81069921,焦佑衡,賴偉珍/楊建輝,邱郁盛,行政總經理,翁家玉,(02)2910-8800,62/02/23,96/10/19,新台幣 10.0000元,4743030000,474303000,0,0,合併,每年,股東會,精成科技股份有限公司股務辦事處,(02)27905885,114台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,邱明玉,林宜慧,GBM,"4F., No.48-3, Minquan Rd., Xindian Dist.,New Taipei City 231, Taiwan R.O.C.",(02)2912-1616,webmaster@gbmgroup.com,www.gbm.com.tw,翁家玉,財務本部處長,02-29108800,webmaster@gbmgroup.com,www.gbm.com.tw
84,6197,佳必琪國際股份有限公司,佳必琪,電子零組件業,－,新北市中和區建一路176號9樓,86701804,張舒眉,張舒眉,易瑋鈴,董事長特助,鄭治平,02-82271658,81/05/07,93/11/08,新台幣 10.0000元,1220858820,122085882,0,0,合併,每半會計年度,董事會,凱基證券股份有限公司,02-2389-2999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,林雅慧,馮敏娟,JPC,"9F No.176, Jian-Yi Rd., 235 Chung Ho Dist ,New Taipei City , Taiwan R.O.C",02-82271636,weiling_yi@jpcco.com,www.jpcco.com,易瑋鈴,董事長特助,02-82271658,weiling_yi@jpcco.com,http://www.jpcco.com/zh-tw/quality.html
85,6205,詮欣股份有限公司,詮欣,電子零組件業,－,新北市汐止區大同路三段188號7樓,22115625,吳連溪,吳連溪,徐瑋莉,行政本部協理,蘇瓊英,02-86471251,75/04/24,97/01/21,新台幣 10.0000元,720401950,72040195,0,0,合併,每年,股東會,康和綜合證券股份有限公司,8787-1888,台北市信義區基隆路1段176號B1,資誠聯合會計師事務所,李燕娜,吳偉豪,COXOC,"6F,No.194,Sec.3,Ta Tung Road,Hsi ChihNew Taipei City, Taiwan",02-86471842,service@coxoc.com.tw,http://www.coxoc.com.tw,徐瑋莉,行政本部協理,02-86471251,winning_hsu@coxoc.com.tw,http://www.coxoc.com.tw/investor_news_content.php?id=2
86,6213,聯茂電子股份有限公司,聯茂,電子零組件業,－,新竹縣新埔鎮內立里大魯閣路17號,97179403,陳進財,蔡馨(日彗),蔡馨(日彗),總經理,周榮燦,03-5887888,86/04/10,97/01/21,新台幣 10.0000元,3829572180,382957218,0,0,合併,每年,董事會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,楊承修,翁博仁,ITEQ,"No.17,Daluge Rd., Xinpu Township, Hsinchu County 305, Taiwan R.O.C.Hsinchu,Taiwan, R.O.C",03-5892788,service@iteq.com.tw,www.iteq.com.tw,劉欣杰,副理,03-5887888,ken.liu@iteq.com.tw,http://www.iteq.com.tw/sp1-7.asp
87,6224,聚鼎科技股份有限公司,聚鼎,電子零組件業,－,新竹科學園區工業東四路24之1號,16433242,朱復華,王紹裘,侯全興,副總經理,楊泓文,03-5643931,86/12/18,98/09/17,新台幣 10.0000元,856453610,85645361,0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,謝智政,林玉寬,PTTC.,"NO.24-1 Industry E. RD Ⅳ,Hsinchu Science ParkHsin-Chu,Taiwan,R.O.C",03-5644624,ir@pttc.com.tw,www.pttc.com.tw,侯全興,副總經理,03-5643931,ir@pttc.com.tw,http://www.pttc.com.tw/shareholder_contact.aspx
88,6251,定穎電子股份有限公司,定穎,電子零組件業,－,桃園市蘆竹區民權路50號6樓,22993144,黃銘宏,黃銘宏,劉國瑾,董事長特助,黃宇萍,03-3493300,77/08/18,98/03/18,新台幣 10.0000元,2775140320,277514032,0,0,合併,每年,董事會,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號B1,安永聯合會計師事務所,張志銘,陳國帥,DYNAMIC,"6F., No. 50, Minquan Rd., Luzhu Dist.,Taoyuan City 33846, Taiwan",03-3573300,jean_liu@dynamicpcb.com,http://www.dynamicpcb.com,劉國瑾,董事長特助,03-349 3300 #7721,jean_liu@dynamicpcb.com,www.dynamicpcb.com
89,6269,台郡科技股份有限公司,台郡,電子零組件業,－,高雄市大寮區大發工業區莒光一街23號,16347324,鄭明智,鄭明智,熊雅士,財務長,藍紫堂,(07)787-1008,86/12/19,92/09/23,新台幣 10.0000元,3513308790,351330879,0,0,合併,每年,董事會,元大證券股份有限公司,(02)25865859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,吳建志,王國華,FLEXIUM,"23, Chukwang 1st. Street, Tafa Industrial Park, Taliao Hsiang,Kaohsiung County, Taiwan R.O.C.",(07)787-7066,ir@flexium.com.tw,www.flexium.com.tw,廖怡雯,課長,(07)787-1008轉163,Eva_liao@flexium.com.tw,http://www.flexium.com.tw/en/green_stnp.asp
90,6282,康舒科技股份有限公司,康舒,電子零組件業,－,台北市北投區中央南路二段18號,12341051,許介立,許介立,蕭秀宇,協理,葉金卯,(02)26217672,70/07/29,92/09/08,新台幣 10.0000元,5166212950,516621295,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,王怡文,顏幸福,AcBel,"No. 18, Sec. 2, Zhongyang S. Rd., Beitou Dist.,Taipei City 112, Taiwan (R.O.C)",(02)28981712,spokesperson@acbel.com,http://www.acbel.com,蕭秀宇,協理,(02)26217672,spokesperson@acbel.com,http://csr.acbel.com.tw/Web/Contact.aspx
91,6412,群光電能科技股份有限公司,群電,電子零組件業,－,新北市三重區光復路二段 69 號30樓,24284436,呂進宗,曾國華,陳學毅,財務中心協理,林曼永,02-66260678,97/12/24,102/11/08,新台幣 10.0000元,3921471840,392147184,0,0,合併,每年,董事會,華南永昌綜合證券(股)公司,02-27186425,台北市民生東路四段54號4樓,資誠聯合會計師事務所,陳晉昌,翁世榮,Chicony Power,"30F, No. 69, Sec. 2, Guangfu Rd., Sanchong Dist.,New Taipei City 241, Taiwan, R.O.C.",02-29958020,public@chiconypower.com,http://www.chiconypower.com.tw/,林曼永,投資人關係資深處長,02-66260678#57220,Pearl_Lin@chiconypower.com,https://www.chiconypower.com/zh-tw/home/CSR
92,6449,鈺邦科技股份有限公司,鈺邦,電子零組件業,－,苗栗縣竹南鎮科東三路2、6號4樓,28064644,鄭敦仁,林溪東,林清封,執行長,林溪東,037-777588,94/12/23,103/12/09,新台幣 10.0000元,889535140,88953514,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)23711658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,游萬淵,呂倩慧,APAQ,"4F., No.2&6, Kedong 3rd Rd.Miaoli County, Taiwan, R.O.C.",037-777566,estherli@apaq.com.tw,http://www.apaq.com.tw/,林清封,執行長,037-777588,estherli@apaq.com.tw,http://www.apaq.com.tw/tw_stakeholder.asp
93,6672,騰輝電子國際集團股份有限公司,騰輝電子-KY,電子零組件業,KY 開曼群島,桃園市平鎮區湧豐里工業五路10號,72952251,Top Master Limited代表人：勞開陸,鍾健人,杜喬葦,財務長,李怡瑱,8651268091810,101/10/16,108/04/17,新台幣 10.0000元,714543450,71454345,0,0,合併,每半會計年度,董事會,元大證券股份有限公司股務代理部,02-2586-5859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,陳俊宏,簡明彥,Ventec,"No.10, Gongye 5th Rd., Pingzhen Dist.Taoyuan City 324, Taiwan (R.O.C.)",03-4192171,ir@ventec.com.cn,www.ventec-group.com,杜喬葦,財務長,0905119519,ir@ventec.com.cn,http://www.ventec-group.com/cht/investors/stakeholder-engagement/
94,6715,嘉基科技股份有限公司,嘉基,電子零組件業,－,新北市中和區建一路166號12樓,53431627,朱德祥,羅偉仁,朱祖琪,財務長,廖健谷,02-8226-5880,100/08/22,108/12/12,新台幣 10.0000元,570000000,57000000,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-2311-1838,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,簡明彥,莊碧玉,Lintes,"12F., No. 166, Jian 1st Rd., Zhonghe Dist.New Taipei City 235, Taiwan (R.O.C.)",02-8226-5882,eric.chu@lintestech.com,www.lintestech.com,廖健谷,會計主管,02-8226-5880,IR@lintestech.com,www.lintestech.com
95,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
96,6781,"AES Holding Co., Ltd.",AES-KY,電子零組件業,KY 開曼群島,新竹縣湖口鄉湖口村八德路二段656號5樓,87546197,宋福祥,宋維哲,陳柏達,財務長,陳淑娟,(03)5695916,109/01/09,110/03/22,新台幣 10.0000元,854187800,85418780,0,0,合併,每年,股東會,台新證券股務代理部,(02)25048125,臺北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,鍾鳴遠,池瑞全,AES-KY,"5F,No.656, Sec.2,Bade Rd.,Hukou TownShip,Hsinchu County 303104,Taiwn(ROC)",(03)5696115,Aes-ir@advancedenergysolution.com.tw,http://www.advancedenergysolution.com.tw/,陳柏達,處長,035695916,Aes-ir@advancedenergysolution.com.tw,http://www.advancedenergysolution.com.tw/contacts.html
97,8039,台虹科技股份有限公司,台虹,電子零組件業,－,高雄市前鎮區環區三路一號,16198345,孫達汶,江宗翰,潘祈愿,財會處資深處長,蘇玫嫺,07-8139989,86/08/16,98/12/17,新台幣 10.0000元,2091196920,209119692,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市承德路三段210號B1樓,安永聯合會計師事務所,李芳文,陳政初,TAIFLEX,"No.1, Huanqu 3rd Rd., Kaohsiung Export Processing Zone,Kaohsiung City, Taiwan, R.O.C.",07-8159463,shieh@taiflex.com.tw,www.taiflex.com.tw,潘祈愿,財會處資深處長兼發言人,07-8139989#72803,Ken_pan@taiflex.com.tw,http://www.taiflex.com.tw/c/csr_area.php
98,8046,南亞電路板股份有限公司,南電,電子零組件業,－,桃園市蘆竹區南崁路一段338號,16096804,吳嘉昭,湯安得,呂連瑞,副總經理,江文楓,03-3223751,86/10/28,95/04/07,新台幣 10.0000元,6461654870,646165487,0,0,合併,每年,股東會,南亞電路板股份有限公司股務科,02-27189898,台北市敦化北路201號,安侯建業聯合會計師事務所,寇惠植,李慈慧,N.P.C,"No. 338,Sec.1 Nankan Rd.,Luchu Dist., Taoyuan City, Taiwan",03-3218470,nanya@nanyapcb.com.tw,www.nanyapcb.com.tw,呂連瑞,副總經理,03-3223751,nanya@nanyapcb.com.tw,http://www.nanyapcb.com.tw/nypcb/chinese/Contact/ContactUs.aspx
99,8103,瀚荃股份有限公司,瀚荃,電子零組件業,－,新北市淡水區中正東路一段3巷9號9樓,23632274,楊超群,竺大智,王霈蓮,經理,雷舜貽,26201000,79/03/16,98/09/29,新台幣 10.0000元,789534130,78953413,0,0,合併,每年,股東會,華南永昌綜合證券(股)公司,27186425,台北巿民生東路四段54號4樓,安侯建業聯合會計師事務所,唐嘉鍵,蘇彥達,CviLux,"9F.,No.9,Lane 3,Sec.1,Chung-Cheng East Road,Tamshui,New Taipei City, Taiwan",26282333,apple.lei@cvilux.com,www.cvilux-group.com,王霈蓮,經理,26201000,maggie.wang@cvilux.com,www.cvilux-group.com/zh-cht/social-responsibility/stakeholders
100,8213,志超科技股份有限公司,志超,電子零組件業,－,桃園市平鎮區工業二路１２號,70801378,徐正民,李明熹,胡秀杏,財務處副總,余秀珍,03-4698860,87/04/21,98/12/25,新台幣 10.0000元,2712424880,271242488,0,0,合併,每年,董事會,凱基證券(股)公司股務代理部,02-23892999,台北市重慶南路一段２號５樓,安侯建業聯合會計師事務所,陳宜君,江忠儀,tpt,"NO.12, INDUSTRIAL 2 RD.,PINGZHEN DIST., TAOYUAN CITY 324, TAIWAN",03-4698277,ritahu@tpt-pcb.com.tw,www.tpt-pcb.com.tw,胡秀杏,財務處副總,03-4698860 #402,ritahu@tpt-pcb.com.tw,http://www.tpt-pcb.com.tw/interested.htm
101,8249,菱光科技股份有限公司,菱光,電子零組件業,－,台北市內湖區南京東路六段501號9樓,16596646,黃育仁,楊其昶(代理),楊其昶,副董事長,林俊吉,(02)89121289,87/06/15,94/05/17,新台幣 10.0000元,1490550000,149055000,22000000,0,合併,每年,股東會,元大證券(股)公司股務代理部,(02)2586-5859,台北市承德路三段210號地下一樓,資誠聯合會計師事務所,張淑瓊,林鈞堯,CSI,"9th Floor, No. 501, Section 6 Nanjing East Road,Neihu District ,Taipei City, Taiwan",(02)89121111,spokesperson@csi-sensor.com.tw,www.csi-sensor.com.tw,楊其昶,副董事長,89121289,spokesperson@csi-sensor.com.tw,http://www.csi-sensor.com.tw/cht/Nshareholder.aspx
