89,6805,富世達股份有限公司,富世達,電子零組件業,－,新北市新莊區五權二路24號8樓之4,12871564,黃祖模,沈旻勳,白經緯,業務資深經理,邱稚育,02-22996388,90/06/11,109/11/20,新台幣 10.0000元,604538960,60453896,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,安永聯合會計師事務所,陳政初,黃子評,Fositek,"8F.-4,No.24,Wuquan 2nd Rd.,Xinzhuang Dist., New Taipei City ,Taiwan",02-22995580,ir@fositek.com,www.fositek.com,－,－,－,－,www.fositek.com
90,6811,宏碁資訊服務股份有限公司,宏碁資訊,資訊服務業,－,台北市大安區信義路四段6號9樓,53739409,陳俊聖,周幸蓉,鄭和星,財務長,邱美凌,(02)27841000,101/02/22,110/01/06,新台幣 10.0000元,364490000,36449000,0,0,個別,每年,股東會,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,張惠貞,施威銘,AEB,"9F., NO.6, SEC. 4, XINYI RD., DA-AN DIST.TAIPEI CITY 10683, TAIWAN (R.O.C.)",(02)86911016,ir.aeb@aceraeb.com,https://www.aceraeb.com/,－,－,－,－,https://www.aceraeb.com/
91,6812,梭特科技股份有限公司,梭特,光電業,－,新竹縣竹北市台元二街6號7樓,53058971,盧彥豪,盧彥豪,呂理召,總經理特助,曾廣輝,03-5166006,99/06/17,110/02/04,新台幣 10.0000元,294295040,29429504,0,0,個別,每年,股東會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,蔡美貞,鍾鳴遠,SAULTECH,"7F, No.6, Taiyuan Second Street, Zhubei City, Hsinchu CountyHsinchu Country 30288, Taiwan",03-5166083,service-investor@saultech.com.tw,https://www.saultech.com.tw/,－,－,－,－,service-investor@saultech.com.tw
92,6813,富動科技股份有限公司,富動科,電腦及週邊設備業,－,桃園市蘆竹區內溪路9號,24403572,黃士恭,陳正育,洪金柔,副總經理,蔡惠鈞,03-3245686,98/05/11,109/12/30,新台幣 10.0000元,126880000,12688000,0,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-33930898,台北市中正區忠孝東路二段95號1樓,安侯建業聯合會計師事務所,連淑凌,陳盈如,GeneTouch,"No. 9, Neixi Rd., Luzhu Dist.,Taoyuan City 338012, Taiwan",03-3245685,golden@genetouch.com,www.genetouch.com,－,－,－,－,www.genetouch.com
93,6816,捷智商訊科技股份有限公司,捷智商訊,資訊服務業,－,台北市松山區光復南路1號6樓之1,70556945,林群國,楊秀怜,陳信良,財會經理,陳美玲,02-27480010,89/05/06,110/01/18,新台幣 10.0000元,120000000,12000000,0,0,個別,每年,董事會,群益金鼎證券股份有限公司,02-27035000,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,邱政俊,吳世宗,METAEDGE,"6F.-1, No. 1, Guangfu S. Rd., Songshan Dist.,TAIPEI CITY 10563,TAIWAN (R.O.C.)",02-27480020,P_METAEDGE@metaedge.com.tw,www.metaedge.com.tw,－,－,－,－,
94,6818,連騰科技股份有限公司,連騰,通信網路業,－,新北市新店區北新路三段207-1號B2,68566876,陳鴻儀,蕭富仁,汪恩煌,副總經理,黃國朝,(02)8913-1939,106/12/08,110/01/21,新台幣 10.0000元,250000000,25000000,0,0,合併,每年,董事會,統一綜合證券(股)公司股務代理部,(02)27463797,台北市松山區東興路8號B1,資誠聯合會計師事務所,林雅慧,徐潔如,AWAN,"B2F., No. 207-1, Sec. 3, Beixin Rd., Xindian Dist.,New Taipei City 231, Taiwan (R.O.C.)",(02)8913-2537,info@awan-ant.com,http://www.awan-ant.com/zh-tw,－,－,－,－,http://www.awan-ant.com/zh-tw/about/index/15
95,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
96,6819,眾智光電科技股份有限公司,眾智,半導體業,－,新竹科學園區工業東九路25號,23734841,吳岱錡,吳岱錡,王建勳,資深經理,徐國華,03-5785177,79/04/23,110/02/05,新台幣 10.0000元,304737330,30473733,0,0,合併,每半會計年度,董事會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,游淑芬,張淑瓊,ORISYSTECH,"No.25, Industry E. 9th Road, Hsinchu Science Park,Hsinchu 30075, Taiwan",03-5787070,hr@orisystech.com.tw,www.orisystech.com,－,－,－,－,www.orisystech.com
97,6820,連訊通信股份有限公司,連訊,通信網路業,－,新北市新店區寶興路45巷9弄4號5樓,68566480,陳鴻儀,王志民,陳信儒,財務長,王志民,(02)2917-7668,106/12/08,110/03/22,新台幣 10.0000元,220000000,22000000,0,0,合併,每年,董事會,凱基證券股份有限公司,(02)2314-8800,台北市中正區重慶南路一段2號4樓,資誠聯合會計師事務所,林雅慧,徐潔如,ACON OPTICS,"5F., NO. 4, Alley 9, Lane 45, Baoxing Rd., Xindian Dist.,New Taipei City 231, Taiwan (R.O.C.)",(02)2917-0410,info@aconoptics.com,http://www.aconoptics.com,－,－,－,－,http://www.aconoptics.com/zh-tw/about/index/15
98,6821,聯寶電子股份有限公司,聯寶,電子零組件業,－,新北市新店區寶橋路235巷125號5樓之2,23065258,譚明珠,譚明珠,譚偉傑,副總經理,賴彥良,02-8919-1380,77/09/22,110/04/20,新台幣 10.0000元,280000000,28000000,0,0,合併,每年,董事會,康和綜合證券股份有限公司,02-8787-1118,台北市信義區基隆路一段176號B1,安侯建業聯合會計師事務所,黃泳華,鄭安志,LKM,"5F.-2, No. 125, Ln. 235, Baoqiao Rd.Xindian Dist., New Taipei City., Taiwan",02-8919-1370,IR@linkcom.com.tw,www.linkcom.com.tw,－,－,－,－,www.linkcom.com.tw
99,6823,濾能股份有限公司,濾能,半導體業,－,桃園市楊梅區中山里中山北路一段199巷98號2樓,54795527,黃銘文,黃氣寶,阮士原,財務長,葉博雅,03-4856365,103/03/24,110/06/10,新台幣 10.0000元,177625000,17762500,0,0,個別,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,黃世鈞,吳郁隆,GreenFILTEC,"2F., No. 98, Ln. 199, Sec. 1, Zhongshan N. Rd., Yangmei Dist.Taoyuan City 326, Taiwan (R.O.C.)",03-4856567,finance@greenfiltec.com,https://www.greenfiltec.com/,－,－,－,－,https://www.greenfiltec.com/
100,6825,和暢科技股份有限公司,和暢科技,電腦及週邊設備業,－,新北市汐止區新台五路1段99號26樓之12,24776663,周邦基,陳逸炘,陳逸炘,總經理,黃庭洋,02-2697-2000,103/12/11,110/04/29,新台幣 10.0000元,110000000,11000000,0,0,合併,每年,股東會,宏遠證券股份有限公司股務代理部,02-23268818,台北市信義路四段236號3樓,勤業眾信聯合會計師事務所,鄭旭然,林旺生,QBIC,"26F.-12, NO.99, SEC. 1, XINTAI 5TH RD.XIZHI DIST., NEW TAIPEI CITY, TAIWAN",02-2697-2868,IR@qbictechnology.com,https://www.qbictechnology.com,－,－,－,－,無
101,6826,和淞科技股份有限公司,和淞,其他電子業,－,新竹縣湖口鄉光復南路33號,97097825,應柔爾,周志賢,劉兆慧,總經理室特別助理,張玉華,03-5973168,85/07/09,110/06/17,新台幣 10.0000元,608000000,60800000,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)2389-2999,10044 台北市中正區重慶南路一段2號5樓,安永聯合會計師事務所,郭紹彬,邱琬茹,TPC,"No.33, Guangfu S. Rd, Hukou Township,Hsinchu County 30351, Taiwan R. O. C.",03-5973166,ir@jtpc.com.tw,www.jtpc.com.tw,－,－,－,－,www.jtpc.com.tw
102,6830,汎銓科技股份有限公司,汎銓,其他電子業,－,新竹市埔頂路27號1樓,27853425,柳紀綸,柳紀綸,蘇靖棋,財務長,詹惠雯,03-666-3298,94/07/27,110/07/26,新台幣 10.0000元,412771750,41277175,0,0,合併,每年,股東會,台新證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,張耿禧,薛峻泯,MSS,"1F., No. 27, Puding Rd., East Dist.Hsinchu City, Taiwan (R.O.C.)",03-666-3190,ir@msscorps.com,www.msscorps.com,－,－,－,－,www.msscorps.com
103,6831,邁科科技股份有限公司,邁科,電腦及週邊設備業,－,新北市中和區建一路150號16樓之4,80294132,趙元山,林俊宏,黃孟楷,總經理特助,陳建亨,(02)8226-8518,91/11/08,110/08/11,新台幣 10.0000元,374482750,37448275,0,0,合併,每年,股東會,宏遠證券股份有限公司股務代理部,(02)7719-8899,台北市信義路四段236號3樓,資誠聯合會計師事務所,潘慧玲,鄧聖偉,MICROLOOPS,"16F-4,No. 150,Jian 1st Rd.,Zhonghe Dist.,New Taipei City 23511,Taiwan(R.O.C.)",(02)8226-8521,PR＠microloops.com,www.microloops.com,－,－,－,－,www.microloops.com
104,6833,太康精密股份有限公司,太康精密,電子零組件業,－,新北市汐止區新台五路一段79號4樓之3,12979018,葉辛池,葉辛池,張賴弘,執行副總經理,謝玉玲,02-26983890,91/01/18,110/06/01,新台幣 10.0000元,350000000,35000000,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,02-25865859,臺北市大同區承德路三段 210 號 B1,勤業眾信聯合會計師事務所,曾棟鋆,蔣淑菁,T-CONN,"4F-3, No.79, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City Taiwan (R.O.C.)",02-26983933,investor@t-conn.com,https://www.t-conn.com/tw,－,－,－,－,https://www.t-conn.com/tw
105,6834,天二科技股份有限公司,天二科技,電子零組件業,－,高雄市前鎮區南四路3號,83360971,廖震益,詹清輝,黃弘傑,財務長,林婉玲,07-8116611,59/02/16,110/08/25,新台幣 10.0000元,798270820,79827082,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,吳秋燕,許凱甯,EVEROHMS,"NO.3,South 4th Road,K.E.P.Z.Kaohsiung City 80681 Taiwan(R.O.C.)",07-8115533,service-1@everohms.com,http://www.everohms.com,－,－,－,－,http://www.everohms.com
106,6835,圓裕企業股份有限公司,圓裕,電子零組件業,－,新北市新店區民權路130巷4號4樓,34417836,張志中,杜淑敏,郭明豐,副總經理,曹馨文,(02)22184523,69/06/23,110/08/04,新台幣 10.0000元,601722970,60172297,0,0,合併,每年,董事會,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,林恒昇,陳政學,CMI,"4F., No. 4, Ln. 130,Minquan Rd.,Xindian Dist.,New Taipei City 231 , Taiwan (R.O.C.)",(02)22182221,http://www.cmi.com.tw,http://www.cmi.com.tw,－,－,－,－,http://www.cmi.com.tw
107,6839,開陽國際投資控股股份有限公司,開陽投控,光電業,－,新北市新莊區中正路651-3號8樓,50850147,蔡宗融,蔡宗融,盧定鈞,財務主管,林志成,02-66266660,107/09/12,110/10/25,新台幣 10.0000元,640625180,64062518,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市中山區建國北路1段96號B1,勤業眾信聯合會計師事務所,吳恪昌,劉書琳,Power Master,"8F., No. 651-3, Zhongzheng Rd., Xinzhuang Dist.,New Taipei City 242, Taiwan (R.O.C.)",02-66266800,sales@powermaster.com.tw,http://www.powermaster.com.tw,－,－,－,－,http://www.powermaster.com.tw
108,6840,東研信超股份有限公司,東研信超,其他電子業,－,臺北市114內湖區舊宗路二段171巷18號4樓,22652384,吳仲超,吳仲超,張馨予,財務部副總經理,邱致清,(02)2657-3299,76/10/19,110/07/26,新台幣 10.0000元,229900000,22990000,0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,黃毅民,洪國田,BTL,"No.18, Ln. 171, Sec. 2, Jiuzong Rd., Neihu DistTaipei City , Taiwan",(02)2657-3331,carrie.chang@newbtl.com,www.newbtl.com,－,－,－,－,www.newbtl.com
109,6842,一元素科技股份有限公司,一元素,半導體業,－,臺北市內湖區瑞光路76巷61號5樓,27729833,蕭進益,王建宇,蘇崇智,產品協理,廖春澍,02-27918139,94/05/24,110/09/30,新台幣 10.0000元,200000000,20000000,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-2311-1838,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,E-Elements,"5F,NO.61,Lane76,Ruiguang Rd., Neihu Dist.,Tapei,Taiwan,R.O.C.",02-27926942,service@e-elements.com.tw,http://www.e-elements.com.tw,－,－,－,－,無
110,6855,數泓科技股份有限公司,數泓科-新,其他電子業,－,臺中市潭子區北環路15-1號,28345862,游祥鎮,李明華,李明華,總經理,陳琪玲,(04)25320382,95/06/26,110/10/25,新台幣 10.0000元,192161050,19216105,0,0,個別,每年,股東會,台新綜合證券(股)公司股務代理部,(02)25048125,臺北市中山區建國北路一段96號B1F,安永聯合會計師事務所,黃子評,涂清淵,Eclatorq,"NO.15-1, Beihuan Rd.(T.T.I.P.),Tanzi DistrictTaichung , R.O.C",(04)25320381,eclatorq@eclatorq.com,http://www.eclatorq.com,－,－,－,－,無
111,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
112,6858,愛比科技股份有限公司,愛比科技,電腦及週邊設備業,－,台北市內湖區南京東路六段348號,28685046,洪裕鈞,洪裕鈞,洪裕鈞,總經理,高翊寧,(02)5550-8686,96/06/13,111/01/11,新台幣 10.0000元,272204750,27220475,0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,安侯建業聯合會計師事務所,羅瑞蘭,區耀軍,IPEVO,"No.348, Section 6, Nanling E. Rd., Neihu Dist.,Taipei Taiwan",(02)2382-0420,ir@staff.ipevo.com,https://www.ipevo.com.tw,－,－,－,－,https://www.ipevo.com.tw
113,6859,伯特光電股份有限公司,伯特光,光電業,－,台中市潭子區潭富路一段87巷35號,70848654,陳柏輯,陳柏輯,陳永軒,財務長,林雅雯,(04)2535-8876,92/11/12,110/12/08,新台幣 10.0000元,293800000,29380000,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,廖婉怡,謝建新,BEST OPT,"No.35, Ln. 87, Sec. 1, Tanfu Rd., Tanzih Dist., Taichung City 42753, Taiwan.Taichung City, Taiwan.",(04)2535-3470,IR@best88.com.tw,https://www.best-opto.com,－,－,－,－,https://www.best-opto.com
114,6865,偉康科技股份有限公司,偉康科技,資訊服務業,－,台北市松山區南京東路五段89號9樓,16590299,連泓鈞,連泓鈞,黃閔(糸秀),策略長,陳之研,(02)77015899,87/05/28,110/12/28,新台幣 10.0000元,130000000,13000000,0,0,個別,每年,股東會,日盛證券股份有限公司,(02)25419977,台北市中山區南京東路二段85號7樓,安侯建業聯合會計師事務所,傅泓文,吳美萍,WebComm,"9F., No. 89, Sec. 5, Nanjing E. Rd., Songshan Dist.,Taipei City 105409, Taiwan (R.O.C.)",(02)77020899,ir@webcomm.com.tw,https://www.webcomm.com.tw/,－,－,－,－,
115,6868,采威國際資訊股份有限公司,采威國際,資訊服務業,－,臺中市南屯區公益路2段51號24樓,70598966,蕭哲君,蕭哲君,張芝菁,財務副總,吳易蘋,04-23265200,89/07/11,111/01/13,新台幣 10.0000元,200000000,20000000,0,0,個別,每年,股東會,康和證券 股務代理部,02-87871888,臺北市信義區基隆路一段176號B1-B2,安永聯合會計師事務所,陳明宏,黃子評,ISCOM,"24F, No. 51, Sec. 2, Gongyi Rd., Nantun Dist.,Taichung City 408383, Taiwan (R.O.C.)",04-23262107,cynthiachang@iscom.com.tw,https://www.iscom.com.tw,－,－,－,－,https://www.iscom.com.tw
116,6874,倍力資訊股份有限公司,倍力-新,資訊服務業,－,臺北市大安區仁愛路四段85號12樓,70435529,許金隆,許金隆,許金隆,總經理,鄭耐禎,(02)2731-6868,88/09/10,110/12/22,新台幣 10.0000元,145000000,14500000,0,0,個別,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,臺北市中正區許昌街17號2樓,安侯建業聯合會計師事務所,關春修,張純怡,M-POWER,"12F, No.85, Sec.4, Ren Ai Rd., Da' an Dist.Taipei, Taiwan,R.O.C",(02)2731-3636,ir@mpinfo.com.tw,https://www.mpinfo.com.tw/,－,－,－,－,www.mpinfo.com.tw
117,7419,達勝科技股份有限公司,達勝,電子零組件業,－,桃園市平鎮區工業二路2-6號,27449349,孫德崢,白宗城,白宗城,總經理,魏宛筠,03-4195560,93/09/21,108/09/25,新台幣 10.0000元,400000000,40000000,0,0,個別,每年,董事會,中國信託商業銀行代理部,0266365566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,吳偉豪,鄭雅慧,MTC,"No.2-6, Gongye 2nd Rd., Pingjhen Dist, Taoyuan Cisty 324, Taiwan(R.O.C)Taoyuan City 324 Taiwan(R.O.C.)",03-4192610,IR@mortech.com.tw,http://www.mortech.com.tw,－,－,－,－,http://www.mortech.com.tw
118,7530,鋒魁科技股份有限公司,鋒魁科技,半導體業,－,苗栗縣竹南鎮廣源科學園區友義路232號,28772230,張錦發,林千惠,鍾昇辰,副總經理,林千惠,(037)586993,96/08/07,110/11/24,新台幣 10.0000元,315000000,31500000,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,0223611300,台北市中正區許昌街17號2樓,資誠聯合會計師事務所,鄭雅慧,江采燕,Forward Tek.,"No.232, Youyi Rd. Zhunan TownshipMiaoli County, Taiwan",(037)585987,ir@forward-tek.com.tw,www.forward-tek.com.tw,－,－,－,－,www.forward-tek.com.tw
119,7547,碩網資訊股份有限公司,碩網,資訊服務業,－,新北市新店區北新路1段293號4樓之3,70364799,吳億盼,邱仁鈿,晏毓聰,處長,李宜蓁,(02)2912-2100,88/05/24,110/02/03,新台幣 10.0000元,255800000,25580000,0,0,合併,每年,股東會,永豐金證券(股)股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,簡思娟,王怡文,INTUMIT,"4F.-3, No.293, Sec. 1, Beixin Rd.,Xindian Dist., New Taipei City Taiwan",(02)2912-2108,am@intumit.com,https://www.intumit.com,－,－,－,－,https://www.intumit.com/csr/
120,8045,達運光電股份有限公司,達運光電,通信網路業,－,新北市新北產業園區五工六路41號,86880449,陳碧霜,戴國源,戴國源,總經理,蔡美珮,22990666,81/10/15,106/05/22,新台幣 10.0000元,815208150,81520815,0,0,合併,每年,董事會,日盛證券股份有限公司,02-25419977,台北市中山區南京東路二段85號7樓,資誠聯合會計師事務所,黃世鈞,葉翠苗,TWOWAY,"41 Wu Kung 6 Rd.,New Taipei Industry Park,New Taipei City, 248,Taiwan,R.O.C.",22990667,ir@twoway.com.tw,www.twoway.com.tw,－,－,－,－,無
121,8115,帝聞企業股份有限公司,帝聞,電子零組件業,－,(231444)新北市新店區寶高路5號,11491382,鄭行道,傅健順,鄭行道,董事長,廖珮綾,(02)29177002,60/10/05,95/05/30,新台幣 10.0000元,700000000,70000000,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市承德路三段210號B1,安侯建業聯合會計師事務所,連淑凌,許淑敏,DVE,"No. 5,Pao-Kao Road, Hsin-Tien Taipei Taiwan, R.O.C.",(02)29154370,michelle@mail.deevan.com.tw,www.deevan.com.tw,－,－,－,－,建置中
122,8119,公信電子股份有限公司,公信,電腦及週邊設備業,－,新北巿汐止區新台五路一段75號3樓,20972349,宣明智,吳惠瑜,李立群,財務長,宮書凌,02-2698-7068,72/05/05,106/07/04,新台幣 10.0000元,636215990,63621599,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林玉寬,李典易,Clientron,"3FL., NO. 75, SEC. 1, SINTAI 5TH RD.,SIJHIH DIST., NEW TAIPEI CITY, TAIWAN",02-2698-2557,ir@clientron.com,http://www.clientron.com,－,－,－,－,http://www.clientron.com/en/rd.php
123,8179,旭德科技股份有限公司,旭德,半導體業,－,新竹縣湖口鄉光復北路8號,16638110,曾子章,勞紹文,鍾明峰,資深副總經理,李雙玲,03-5986150,87/08/17,96/11/05,新台幣 10.0000元,2959426000,295942600,0,0,合併,每年,股東會,宏遠證券股份有限公司股務代理部,02-27008899,台北市信義路四段236號3樓,安永聯合會計師事務所,郭紹彬,邱琬茹,SUBTRON,"No.8, Kuang Fu North Road, Hu Kou, Hsin-Chu lndustrial Park,Hsin-Chu, Taiwan, R.O.C.",03-5986018,cc.tung@subtron.com.tw,www.subtron.com.tw,－,－,－,－,www.subtron.com.tw
124,8227,巨有科技股份有限公司,巨有科技,半導體業,－,台北市內湖路一段88號8樓,86169913,賴志賢,賴志賢,駱昆和,財務長,洪泰盛,2658-2233,80/08/15,110/07/21,新台幣 10.0000元,331930000,33193000,0,0,個別,每年,股東會,群益金鼎證券股份有限公司,2702-3999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,陳重成,張耿禧,PGC,"8TH FL., NO.88, SEC.1, NEI HU RD. TAIPEI 114, TAIWAN, R.O.C.",2659-3266,fin@pgc.com.tw,www.pgc.com.tw,－,－,－,－,www.pgc.com.tw
125,8281,歐普羅科技股份有限公司,歐普羅,光電業,－,新北市新莊區中正路66號13樓,84626464,張慶杉,張慶杉,陳麒安,經理,吳欣慧,02-89921177,82/12/02,104/06/02,新台幣 10.0000元,325194380,32519438,0,0,個別,每年,董事會,華南永昌綜合證券股務代理部,02-27186425,台北市民生東路四段54號4樓,勤業眾信聯合會計師事務,陳明煇,方蘇立,Appro,"13F, No 6, Chung-Cheng Rd,Hsin-Chuang city, Taipei, Taiwan",02-89920077,apospks@approtech.com,www.approtech.com,－,－,－,－,www.approtech.com
126,8298,威睿科技股份有限公司,威睿,資訊服務業,－,台北市內湖區內湖路一段360巷15號5樓,70573368,繆德澤,繆德澤,繆德澤,總經理,羅幼明,2657-1088,89/06/20,107/03/28,新台幣 10.0000元,256320150,256320150,0,0,個別,每年,股東會,兆豐證券股份有限公司,3393-0898,台北市中正區忠孝東路95號1樓,資誠聯合會計師事務所,黃珮娟,顏裕芳,Genie,"5F, No. 15, Lane 360, Sec. 1, Neihu Road, Neihu Dist., Taipei, TaiwanTaipei , Taiwan",2659-8577,spokesmen@genie-networks.com,www.genie-networks.com,－,－,－,－,N.A.
