,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
198,3094,聯傑國際股份有限公司,聯傑,半導體業,－,新竹科學園區力行六路6號,84149759,郝挺,郝挺,楊春俊,財務長,邱貴鳳,03-5798797,85/08/16,96/08/06,新台幣 10.0000元,846320890,84632089,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,02-2361-1300,台北市許昌街17號2樓,資誠聯合會計師事務所,林瑟凱,林佳鴻,DAVICOM,"NO.6 Li-Hsin Rd. VI, Science- ParkHsin-Chu, Taiwan, R.O.C.",03-6232797,investor@davicom.com.tw,http://www.davicom.com.tw,楊春俊,財務長,03-5798797 #8598,james_yang@davicom.com.tw,http://tw.davicom.com.tw/page1.aspx?no=280160
199,3130,一零四資訊科技股份有限公司,一零四,資訊服務業,－,新北市新店區寶中路119-1號10樓,84598349,楊基寬,黃于純,黃于純,總經理,林芬如,(02)2912-6104,82/10/30,95/02/17,新台幣 10.0000元,331907000,33190700,0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,安侯建業聯合會計師事務所,趙敏如,關春修,104,"10F, No.119-1, Baozhong Rd., Xindian Dist.,New Taipei City, Taiwan, R.O.C.",(02)29126021,IR@104.com.tw,https://corp.104.com.tw/,黃于純,總經理,(02)2912-6104,IR@104.com.tw,https://corp.104.com.tw/indexdda3.html?m=article&mid=102
200,3138,耀登科技股份有限公司,耀登,通信網路業,－,(334)桃園市八德區和平路772巷19號,23573774,張玉斌,張玉斌,溫文聖,副總經理,張玉斌,03-3631901,79/02/10,109/12/11,新台幣 10.0000元,467216630,46721663,0,0,合併,每年,董事會,國票綜合證券股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,安侯建業聯合會計師事務所,呂莉莉,吳麟,Auden,"NO. 19,Lane 772, Heping Road., Bade District,Taoyuan City,Taiwan,R.O.C.",03-3660619,IR@auden.com.tw,www.auden.com.tw,溫文聖,副總經理,03-3631901,sam.wen@auden.com.tw,www.auden.com.tw
201,3149,正達國際光電股份有限公司,正達,光電業,－,36647苗栗縣銅鑼鄉中興工業區中興路99號,97049373,鍾志明,鍾志明,邱火生,副總,吳泰(北+一),037-236988,85/06/27,100/11/23,新台幣 10.0000元,2063936040,206393604,18808777,0,合併,每半會計年度,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳宗哲,池世欽,G-TECH,"NO.99, CHUNG HSIN RD., TONGLUO SHIANGMIAOLI COUNTY ,TAIWAN(R.O.C)",037-236929,ir@gtoc.com.tw,www.gtoc.com.tw,吳泰(北+一),財務長,037-236988,ir@gtoc.com.tw,http://www.gtoc.com.tw/webc/html/csr/03.aspx?nav=2
202,3189,景碩科技股份有限公司,景碩,半導體業,－,桃園市新屋區中華路1245號,70785139,廖賜政,陳河旭,穆顯爵,資深專案處長,劉素真,(03)4871919,89/09/11,93/11/01,新台幣 10.0000元,4508440600,450844060,0,0,合併,每年,董事會,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段2號5樓,安永聯合會計師事務所,洪茂益,鄭清標,KINSUS,"No.1245, Junghua Rd., Shin-Wu Dist.,Taoyuan,Taiwan, R.O.C.",(03)4871920,jackmu@kinsus.com.tw,www.kinsus.com.tw,穆顯爵,資深專案處長,(03)4871919#26660,jackmu@kinsus.com.tw,www.kinsus.com.tw
203,3209,全科科技股份有限公司,全科,電子通路業,－,台北市內湖區瑞光路360號9樓,86027892,吳堉文,謝宏昌,謝宏昌,總經理,王敏慧,02-26275859,80/04/15,97/11/26,新台幣 10.0000元,2005321840,200532184,0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,張清福,邱盟捷,ALLTEK,"9F, NO. 360, Ruei Guang Rd., Neihu,Taipei, Taiwan, 114, R.O.C.",02-26275869,business@alltek.com,http://www.alltek.com,謝宏昌,發言人,+886-2-2627-5859,ir@alltek.com,http://www.alltek.com/relationship.php
204,3229,晟鈦股份有限公司,晟鈦,電子零組件業,－,新北市新莊區瓊林南路305巷2號,22570840,巫盈助,巫盈助,巫承勳,策略規劃室協理,童韋菱,22052032,76/07/28,98/12/31,新台幣 10.0000元,322630000,32263000,11350507,0,合併,每年,股東會,元大證券股務代理部,25865859,台北市承德路3段210號地下一樓,資誠聯合會計師事務所,游淑芬,林永智,CHEER TIME,"No.2, Ln. 305, Cyonglin S. Rd. Sinjhuang Dist.New Taipei City,Taiwan(R.O.C)",22053346,investor@cheer-time.com.tw,http://www.cheer-time.com.tw/,巫承勳,策略規劃室協理,27017019,ben.wu@cheer-time.com.tw,http://investor.cheer-time.com.tw/
205,3231,緯創資通股份有限公司,緯創,電腦及週邊設備業,－,新竹科學園區新竹市新安路5號,12868358,林憲銘,林建勳/沈慶堯,石慶堂,財務長,梁惠明,(02)6616-9999,90/05/30,92/08/19,新台幣 10.0000元,29032520500,2903252050,0,0,合併,每年,股東會,緯創資通股份有限公司股務室,(02)6600-7998,台北市內湖區行善路158號,安侯建業聯合會計師事務所,陳雅琳,唐嘉鍵,Wistron,"5, Hsin An Road, Hsinchu Science ParkHsinchu, Taiwan, R.O.C.",(02)6612-2394,spokesperson@wistron.com,www.wistron.com,梁惠明,總監,(02)6616-9999,ir_office@wistron.com,https://www.wistron.com/CMS/Page/407
206,3257,虹冠電子工業股份有限公司,虹冠電,半導體業,－,新竹科學工業園區新竹市東區園區二路11號5樓,16130417,蔡高忠,黃新年,林保偉,執行副總經理,張麗如,03-5679979,87/12/30,100/03/21,新台幣 10.0000元,799865900,79986590,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳蓓琪,于紀隆,CHAMPION,"5F, NO.11, Park Ave. 2, Hsinchu Science-Based Industrial Park,HsinChu, Taiwan, 30075",03-5670701,invest@championmicro.com.tw,http://www.championmicro.com.tw,林保偉,執行副總經理,02-26963558,bauwei_lin@championmicro.com.tw.com.tw,https://www.championmicro.com.tw/investors/18
207,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
208,3296,勝德國際研發股份有限公司,勝德,電子零組件業,－,新北市中和區中山路二段407號10樓,12702977,周義雄,周義雄,郭舜儀,協理,蔡旻昆,82215588,89/11/14,96/12/31,新台幣 10.0000元,967244500,96724450,0,0,合併,每年,股東會,褔邦證券股份有限公司股務代理部,(02)2383-6888,台北市中正區忠孝西路1段6號6樓,安侯建業聯合會計師事務所,許育峰,李慈慧,POWERTECH,"10F, No. 407, Sec. 2, Zhong Shan Rd.,Zhonghe District,New Taipei Ctiy,Taiwan",82215680,powertech@power-tech.com.tw,www.power-tech.com.tw,郭舜儀,協理,82215588,spokesman@power-tech.com.tw,https://www.power-tech.com.tw/tw/corporate_social.php
209,3305,昇貿科技股份有限公司,昇貿,其他電子業,－,桃園市觀音區工業二路12-1號,04789211,李三蓮,李三蓮,李弘偉,營運長,吳明璋,(03)416-0177,67/04/24,97/07/10,新台幣 10.0000元,1334462220,133446222,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段二號五樓,安侯建業聯合會計師事務所,江曉苓,連淑凌,SHENMAO,"No.12-1 Gongye 2nd Rd., Guanyin industrial area,Taoyuan City 32844, Taiwan",(03)416-0133,stock@shenmao.com,http://www.shenmao.com,吳明璋,會計部處長,(03)416-0177,mingchang_wu@shenmao.com,http://www.shenmao.com
210,3308,聯德電子股份有限公司,聯德,電子零組件業,－,桃園市龜山區科技一路69號,22749711,陳銘智,陳銘智,鄧瑞玲,副董事長,許燕麗,(03)3286800,77/02/02,97/03/12,新台幣 10.0000元,704910260,70491026,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段六號六樓,勤業眾信會計師事務所,簡明彥,黃秀椿,BESTEC,"No.69,Keji 1st Road,Guishan Township, Taoyuan County 333",(03)3286817,anita@bestec.com.tw,www.bestec.com.tw,許燕麗,特助,03-3286800#301,anita@bestec.com.tw,www.bestec.com.tw
211,3311,閎暉實業股份有限公司,閎暉,通信網路業,－,新北市淡水區奎柔山路73號,12956063,焦佑衡,徐幼珍,陳韋齡,財務長,陳啟典,(02)2623-2666,90/10/26,93/03/08,新台幣 10.0000元,680000000,68000000,8000000,0,合併,每年,董事會,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號B1,勤業眾信聯合會計師事務所,邱盟捷,陳彥君,Silitech,"No.73, Kuirou Shan Rd., Tamsui Dist.,New Taipei City 25144 , Taiwan , R.O.C.",(02)2623-5987,spokesperson@silitech.com,www.silitech.com,陳韋齡,財務長,(02)2623-2666,spokesperson@silitech.com,https://www.silitech.com/ch/contact.aspx
212,3312,弘憶國際股份有限公司,弘憶股,電子通路業,－,台北市內湖區瑞光路188巷51號4樓,89613636,葉佳紋,劉彥輝,林哲仁,財務副總,劉彥輝,2659-9838,84/10/06,99/12/29,新台幣 10.0000元,1376254550,137625455,0,0,合併,每年,股東會,群益金鼎證券股份有限公司股代部,02-2702-3999,台北市敦化南路2段97號地下二樓,安侯建業會計師事務所,林恒昇,于紀隆,G.M.I,"4F,No.51,Lane 188,Ruiguang Rd.,Neihu ChiuTaipei,Taiwan,R.O.C",2659-9586,service@gmitec.com,http://www.gmitec.com,林哲仁,財務副總,2659-9838#1005,IR@gmitec.com,http://www.gmitec.com/stakeholder
213,3321,同泰電子科技股份有限公司,同泰,電子零組件業,－,台中市大甲區青年路123號,23983947,曾子章,曾山一,曾山一,總經理,蔡文程,(03)-2150198,79/11/19,104/12/15,新台幣 10.0000元,1561448250,156144825,0,0,合併,每年,股東會,宏遠證券股份有限公司,(02)77198899,106台北市信義路四段236號3樓,資誠聯合會計師事務所,周筱姿,吳漢期,UNIFLEX,"No.123, Qingnian Rd., Dajia Dist.,Taichung City, Taiwan (R.O.C.)",(03)-2150197,public@uniflex.com.tw,http://www.uniflex.com.tw,余佳穎,股務,03-2150198 #600,public@uniflex.com.tw,http://www.uniflex.com.tw
214,3338,泰碩電子股份有限公司,泰碩,電子零組件業,－,(114)台北市內湖區瑞光路302號3樓,89858152,余清松,梁竣興,梁竣興,總經理,余柏昕,(02)26562658,83/09/23,102/12/13,新台幣 10.0000元,879081410,87908141,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路2段97號B2,安侯建業聯合會計師事務所,陳富仁,尹元聖,TAISOL,"3F, No. 302, Rueiguang Rd., Neihu District,Taipei City 114, Taiwan,R.O.C",(02)26562659,dodo.wu@taisol.com,http://www.taisol.com,梁竣興,總經理,26562658#103,jim.liang@taisol.com,http://w3.taisol.com.tw/contact/contact-people.htm
215,3356,奇偶科技股份有限公司,奇偶,光電業,－,台北市內湖區內湖路一段246號9樓,16302558,戴光正,王有傳,李建邦,財務長,陳香仁、柳春成,02-8797-8377,87/02/03,94/03/28,新台幣 10.0000元,898221030,89822103,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-2381-6288,台北市博愛路17號3樓,資誠聯合會計師事務所,徐潔如,徐永堅,GeoVision,"9F, 246 Neihu Road Sec. 1Neihu Chiu, Taipei 114, Taiwan",02-8797-8335,ir@geovision.com.tw,https://www.geovision.com.tw,陳香仁、柳春成,公關經理、會計經理,02-8797-8377,ir@geovision.com.tw,https://www.geovision.com.tw/TW/7_7.asp
216,3376,新日興股份有限公司,新日興,電子零組件業,－,新北市樹林區俊英街一七四號,35424073,呂勝男,林清正,阮朝宗,執行副總經理,蔡孟惠,02-26813316,57/06/28,96/12/31,新台幣 10.0000元,1924853460,192485346,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,蘇郁琇,邱明玉,SZS,"174 Chiun Eng. St .,Su Lin District,Taipei , Taiwan , R.O.C.",02-26845375,juan@szs.com.tw,http://www.szs.com.tw,阮朝宗,執行副總經理,02-26813316,juan@szs.com.tw,http://www.szs.com.tw/service/service_index.aspx
217,3380,明泰科技股份有限公司,明泰,通信網路業,－,新竹科學園區新竹市力行七路8號,12800392,黃文芳,林裕欽,陳韶伶,財務長,鍾榮輝,03-5636666,92/09/04,93/12/20,新台幣 10.0000元,5417184600,541718460,100000000,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路83號5樓,安侯建業聯合會計師事務所,陳振乾,黃海寧,Alpha,"No. 8, Li-shing 7 Road, Hsinchu Science ParkHsinchu, Taiwan, R.O.C.",03-5636789,IR@alphanetworks.com,www.alphanetworks.com,鍾榮輝,資深經理,03-5636666,IR@alphanetworks.com,https://www.alphanetworks.com/index.php/csr/53a78f7b1d8898cd
218,3383,新世紀光電股份有限公司,新世紀,光電業,－,南部科學園區台南市善化區環東路二段31號,12979925,鍾寬仁,陳政權,陳政權,總經理,陳碧玉,06-5053500,91/01/21,96/12/10,新台幣 10.0000元,700000000,70000000,15066248,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,南台聯合會計師事務所,丁澤祥,蔡玉琴,GPI,"No. 31, Sec. 2, Huandong Rd., Tainan Science Park,Tainan City 741, Taiwan R.O.C.",06-5053800,ir@gpiled.com,www.gpiled.com,陳碧玉,財務主管,02-25700898#641,piyu@gpiled.com,www.gpiled.com.tw/#!involved-parties/c13t2
219,3406,玉晶光電股份有限公司,玉晶光,光電業,－,台中市大雅區中部科學工業園區科雅東路一號,23572557,陳天慶,郭英理,郭英理,總經理,趙志強,04-25667115,79/02/08,94/12/20,新台幣 10.0000元,1120076630,112007663,0,0,合併,每半會計年度,董事會,永豐金證券股份有限公司,02-23816288,臺北市中正區博愛路17號3樓,安永聯合會計師事務所,清淵,黃宇廷,GSEO,"No.1, Keya E Rd, Daya District, Taichung City 428Taichung, Taiwan",04-25667117,mcgwire.chao@gseo.com,http://www.gseo.com,趙志強,總經理特助,04-25667115,mcgwire.chao@gseo.com,http://www.gseo.com/contact/stakeholder.php
220,3413,京鼎精密科技股份有限公司,京鼎,半導體業,－,(35053)新竹科學園區苗栗縣竹南鎮科中路16號,12858252,劉揚偉,邱耀銓,陳鎮福,資深副總經理,傅承祖,037-580088,90/04/26,104/07/28,新台幣 10.0000元,878008260,87800826,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,資誠聯合會計師事務所,徐聖忠,馮敏娟,Fiti,"No16,Ke-Jung RD.,Science-Based Industrial ParkChu-Nan,Miao-Li Hsien,Taiwan 350,ROC",037-582690,fitistock@foxsemicon.com,http://www.foxsemicon.com.tw/,陳鎮福,發言人,037-580088,fitistock@foxsemicon.com,http://www.foxsemicon.com.tw/
221,3416,融程電訊股份有限公司,融程電,電腦及週邊設備業,－,新北市三重區興德路111-6號9樓,96930209,呂谷清,林筠卿,劉至原,會計主管,焉芝福,02-85110288,85/01/23,104/01/23,新台幣 10.0000元,725059470,72505947,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,安永聯合會計師事務所,洪茂益,鄭清標,Winmate,"9F, No. 111-6, Singde Rd.,Sanchong Dist.,New Taipei City, Taiwan R.O.C.",02-85111108,IR@winmate.com.tw,www.winmate.com.tw,孫鳳吟,總經理室IR副理,02-85110288,rita_sun@winmate.com.tw,www.winmate.com.tw
222,3419,譁裕實業股份有限公司,譁裕,通信網路業,－,新竹市公道五路二段326號,47250470,鄒宓富,陳世忠,曹付宜,財務長,謝志傑,03-5714225,70/11/18,97/01/21,新台幣 10.0000元,1204804170,120480417,0,0,合併,每年,股東會,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,蔡美貞,林政治,WHAYU,"No.326,Sec2,Kung Tao 5. Road,Hsin Chu City,Taiwan",03-6003900,vivientsao@whayu.com,www.whayu.com,謝志傑,資深經理,03-5714225#1611,albert@whayu.com,http://www.whayu.com/webc/html/investors/shareholder-4.aspx
223,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
224,3432,台端興業股份有限公司,台端,電子零組件業,－,新北市中和區中正路880號13樓,22928881,林樂堯,林樂賢,劉美惠,資材部協理,張淑真,32349988,77/05/24,99/12/30,新台幣 10.0000元,665860000,66586000,0,0,合併,每年,股東會,富邦綜合證券股務代理部,23611300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,黃堯麟,莊文源,TAI TWUN,"13F., No.880, Zhongzheng Rd.,Zhonghe Dist., Xinbei City 235, Taiwan",22255566,stock@taitwun.com,http://www.taitwun.com.tw,劉美惠,資材部協理,32349988,angelarliu@taitwun.com,http://www.taitwun.com.tw/stakeholders_tw.asp?LangeType=
225,3437,榮創能源科技股份有限公司,榮創,光電業,－,新竹縣湖口鄉新竹工業區工業五路13號,70634323,方榮熙,黃郁良,方榮熙,執行長,鄭禎訓,03-5976988,88/10/02,103/07/09,新台幣 10.0000元,1445480000,144548000,0,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,張淑瓊,林鈞堯,AOT,"No. 13, Gongye 5th. Rd., Hsinchu Industrial Park, Hukou ShiangHsinchu Hsien, Taiwan, R.O.C.",03-5973892,ir@aot.com.tw,www.aot.com.tw,鄭禎訓,財會暨投資管理處處長,03-5976988,ir@aot.com.tw,www.aot.com.tw
226,3443,創意電子股份有限公司,創意,半導體業,－,新竹科學工業園區新竹市力行六路十號,16299879,曾繁城,陳超乾,錢培倫,資深副總經理暨財務長,林新洲,03-5646600,87/01/22,95/11/03,新台幣 10.0000元,1340119110,134011911,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市100重慶南路一段八十三號5樓,勤業眾信聯合會計師事務所,陳明煇,方蘇立,GUC,"No.10, Li-Hsin 6th Rd., Hsinchu Science ParkHsinchu City 300, Taiwan",03-6669809,irinfo@guc-asic.com,www.guc-asic.com,林新洲,部經理,03-5646600,asialin@guc-asic.com,http://www.guc-asic.com/10-0.php
227,3450,聯鈞光電股份有限公司,聯鈞,半導體業,－,新北市中和區橋安街35號10樓,12624467,鄭祝良,宋天增,梁聰明,副總經理,陳雅蘭,(02)8245-6186,89/09/27,95/04/12,新台幣 10.0000元,1456813820,145681382,0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,張耿禧,謝建新,ELASER,"10F, 35 Chiau An StreetChung Ho Dist.,New Taipei City,Taiwan.",(02)8245-3100,elaser@elaser.com.tw,http://www.elaser.com.tw,梁聰明,副總經理,(02)82456186,elaser@elaser.com.tw,http://www.elaser.com.tw
228,3454,晶睿通訊股份有限公司,晶睿,光電業,－,新北市中和區連城路192號6樓,70703897,羅永堅,廖禎祺,顧中威,品牌事業群執行副總,車俊英,(02)8245-5282,89/02/08,100/07/22,新台幣 10.0000元,865678930,86567893,0,0,合併,每年,股東會,兆豐證券股份有限公司,(02)3393-0898,台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,梁益彰,顏裕芳,VIVOTEK,"6F, No.192, Lien-Cheng Rd., Chung-Ho,New Taipei City, Taiwan, R.O.C.",(02)8245-5532,pr@vivotek.com,www.vivotek.com,黃琳鈞,高級專員,(02)8245-5282,pr@vivotek.com,https://www.vivotek.com/zh-Hant
229,3481,群創光電股份有限公司,群創,光電業,－,新竹科學園區苗栗縣竹南鎮科學路160號,12800225,洪進揚,楊柱祥,楊柱祥,總經理,徐立緯,037-586000,92/01/14,95/10/24,新台幣 10.0000元,105596200510,10559620051,0,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,徐聖忠,梁華玲,INX,"No.160, Kexue Rd., Zhunan Site, Hsinchu Science ParkZhunan, Miaoli, Taiwan",037-586600,ir@innolux.com,http://www.innolux.com,徐立緯,經理,06-505-3760,ir@innolux.com,http://www.innolux.com
230,3494,誠研科技股份有限公司,誠研,電腦及週邊設備業,－,新北市新店區北新路三段213號9樓,70801588,光風投資有限公司代表人：黃茯,黃冠智,邱垂健,研發處副總經理,賴正中,(02)2912-6268,90/02/09,96/12/13,新台幣 10.0000元,1200000000,120000000,0,0,合併,每年,股東會,凱基證券股務代理部,(02)2314-8800,台北市重慶南路一段2號4樓,國富浩華聯合會計師事務所,邱繼盛,陳桂美,HiTi,"9F, No.213, Sec.3, Beixin Rd.Xindian City, Taipei County 231,Taiwan",(02)2912-6118,LIST3494@MS.TWSE.COM.TW,www.hiti.com,邱垂健,研發處副總經理,(02)2912-6268,Account-HTT@hiti.com,www.hiti.com/tw/Info/stakeholder.aspx
231,3501,維熹科技股份有限公司,維熹,電子零組件業,－,台北市內湖區新湖三路196號,80272361,吳瑞雄,吳瑞雄,游嘉德,會計協理,吳瑞聯,27911119,91/09/03,96/09/20,新台幣 10.0000元,1182579270,118257927,0,0,合併,每年,董事會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,周筱姿,梁益彰,Well Shin,"No.196,Xinhu 3rd,Neihu 114 Taipei, Taiwan",27919901,ws_ir@wellshin.com.tw,www.wellshin.com.tw,游嘉德,會計協理,27911119-235,ws_ir@wellshin.com.tw,www.wellshin.com.tw/chinese/ParticipantZone.asp
232,3504,揚明光學股份有限公司,揚明光,光電業,－,新竹科學園區新安路7號,12800061,林惠姿,徐誌鴻,張雅容,財務長,李育敏,(03)6206789,91/02/18,96/01/26,新台幣 10.0000元,1140597850,114059785,0,0,合併,每年,股東會,台新綜合證券(股)公司股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,陳智忠,邱琬茹,Young Optics,"No. 7, Hsin-Ann Rd., Hsinchu Science Park,Hsinchu, Taiwan , R.O.C.",(03)6231111,webmail@youngoptics.com,www.youngoptics.com,張雅容,財務長,(03)6206789,ir.yo@youngoptics.com,http://www.youngoptics.com/chinese/%e5%88%a9%e5%ae%b3%e9%97%9c%e4%bf%82%e4%ba%ba/
233,3515,華擎科技股份有限公司,華擎,電腦及週邊設備業,－,臺北市北投區中央南路二段37號2樓,80333613,童旭田,許隆倫,陳健宏,總管理處處長,李蕙如,(02)2896-5588,91/05/10,96/11/08,新台幣 10.0000元,1229254290,122925429,0,0,合併,每年,董事會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓?,安永聯合會計師事務所,楊智惠,余倩如,ASROCK,"2F ., NO. 37 , Sec.2 , Jhongyang S. Rd ., Beitou DistrictTaipei City , Taiwan ( R. O. C )",(02)2893-1337,Edward9_Chen@asrock.com.tw,http://www.asrock.com.tw,陳健宏,總管理處處長,(02)2896-5588,Edward9_Chen@asrock.com.tw,http://www.asrock.com/general/about.tw.asp?cat=Stakeholder
234,3518,柏騰科技股份有限公司,柏騰,其他電子業,－,桃園市龜山區文化一路86-52號,89732154,陳在樸,王小龍,劉明怡,財務處協理,王小龍,(03)396-3518,84/10/20,96/11/28,新台幣 10.0000元,807522300,80752230,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信會計師事務所,翁博仁,池瑞全,PT TECH.,"No.86-52, Wenhua 1st Rd., Guishan Dist., Taoyuan City 333, TaiwanTaoyuan City , Taiwan (R.O.C.)",(03)397-2255,mingi@pttech.com.tw,www.pttech.com.tw,劉明怡,財務處協理,(03)396-3518,mingi@pttech.com.tw,http://www.pttech.com.tw/stakeholders/
235,3528,安馳科技股份有限公司,安馳,電子通路業,－,新北市汐止區新台五路一段75號21樓,12676056,李瑞西,李瑞西,徐敏芳,財務協理,譚民梨,26982526,89/12/26,105/05/18,新台幣 10.0000元,656159660,65615966,0,0,個別,每年,董事會,日盛證券股份有限公司,25419977,台北市中山區南京東路二段85號7樓,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,ANSTEK,"21F, No.75, Sec. 1, Hsin Tai Wu Rd.,Xizhi Dist.,New Taipei City,Taiwan,R.O.C",26982528,eva.hsu@anstek.com.tw,www.anstek.com.tw,徐敏芳,財務協理,26982526,spokesman@anstek.com.tw,www.anstek.com.tw
236,3530,晶相光電股份有限公司,晶相光,半導體業,－,新竹市科學工業園區力行一路10-2號4樓,27298412,何新平,何新平,簡宏亨,處長,黃淑華,03-5678986,93/05/24,107/07/16,新台幣 10.0000元,781509000,78150900,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,106台北市大安區敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,鍾鳴遠,葉東煇,SOI,"4F, No.10-2, Li-Hsin 1st Rd., Hsinchu Science-Based ParkHsin-Chu, Taiwan, R.O.C.",03-5678982,ir@soinc.com.tw,www.soinc.com.tw,黃淑華,副總經理暨財務長,03-5678986,ir@soinc.com.tw,www.soinc.com.tw
237,3532,台塑勝高科技股份有限公司,台勝科,半導體業,－,台北市敦化北路201號7樓388室,89406518,林健男,田中惠一,邱紹勛,協理,余秉岳,02-27122211,84/11/21,96/12/10,新台幣 10.0000元,3878483000,387848300,0,0,合併,每年,股東會,本公司股務室,02-27189898,台北市敦化北路201號,勤業眾信會計師事務所,莊文源,劉水恩,FST,"Rm388,7F,201,Tung Hwa N.Rd.Taipei,Taiwan",02-27178567,comment@fstech.com.tw,www.fstech.com.tw,邱紹勛,協理,0227122211ext.6799,chiush@fstech.com.tw,www.fstech.com.tw/interestedparty/index.html
